Code,Description,Unit_Cost,Unit_Price,Unit_Profit,Predicted_Amount_Sold,Margin%,Total_Cost,Total_Sale,Total_Profit,Month,Year
72231,Budweiser Sleek Beer Can 350Ml Cx12,39.76,43.48,3.72,20.19,8.56,802.81,877.96,75.15,4,2025
72463,Refresco Tang Lar/ Mamao 18G,0.68,1.16,0.48,53.34,41.28,36.27,61.77,25.5,4,2025
72495,Frutpress Flesh Lemon 100G,1.22,2.19,0.97,26.06,44.24,31.79,57.01,25.22,4,2025
72535,Frozen Chicken Caipira Du Campo Kg,22.88,30.79,7.91,21.98,25.69,502.87,676.72,173.85,4,2025
72619,Magic Foam Aer Proauto 400Ml,15.03,28.26,13.23,1.77,46.81,26.63,50.07,23.44,4,2025
72620,Long Neck 330Ml Dark Petra Beer,3.98,5.06,1.08,7.89,21.39,31.42,39.97,8.55,4,2025
72637,Mix Fruits Santa Clara Kg,5.99,13.98,7.99,28.14,57.15,168.56,393.37,224.81,4,2025
72640,Water Lebrinha Premium W/Gas 500Ml,1.44,2.39,0.95,24.03,39.75,34.6,57.43,22.83,4,2025
72665,Pineapple Offer,3.5,0.99,-2.51,50.94,-253.54,178.28,50.43,-127.85,4,2025
72674,Refresco Tang Orange 18G,0.59,1.11,0.52,226.26,46.98,133.49,251.78,118.28,4,2025
72680,Pure Pilsen 350Ml Beer,2.25,2.74,0.49,450.05,17.98,1012.62,1234.61,221.98,4,2025
72681,Lager Lager Cere 269Ml Beer,2.56,3.08,0.52,12.57,16.99,32.17,38.75,6.58,4,2025
72684,Min C/Gas Petropolitan 510Ml,1.81,2.84,1.03,100.5,36.29,181.91,285.53,103.62,4,2025
72685,Water Min S/Gas Petropolitana 510Ml,1.41,1.99,0.58,10.29,29.1,14.5,20.46,5.95,4,2025
72694,Colorful Pepper Kg,10.92,21.39,10.47,15.15,48.96,165.44,324.14,158.7,4,2025
72698,Kg,1.82,3.34,1.52,53.46,45.54,97.3,178.66,81.36,4,2025
72751,Refresco Tang Tangerina 18G,0.63,1.09,0.46,37.46,42.28,23.6,40.89,17.29,4,2025
72765,Wax Liquido Brightness Easily Casakm Colorless 750,8.28,12.49,4.21,4.94,33.71,40.91,61.71,20.8,4,2025
72791,Lava Clothes Powder Tixan Ype First Fx Lv800G P,5.08,8.91,3.83,23.7,42.96,120.39,211.06,90.67,4,2025
72823,Refresco Tang Lemon 18G,0.61,1.15,0.54,100.74,46.98,61.45,115.91,54.45,4,2025
72826,Refresco Tang Passion Fruit 18G,0.69,1.2,0.51,244.08,42.53,168.42,293.05,124.64,4,2025
73026,Odoriz Glade Aer Floral Aguas 360Ml,10.63,17.79,7.16,3.03,40.26,32.19,53.88,21.69,4,2025
73074,Refresco Tang Strawberry 18G,0.61,1.15,0.54,112.55,46.98,68.66,129.49,60.84,4,2025
73260,Refresco Tang Guarana 18G,0.62,1.1,0.48,123.97,43.56,76.86,136.18,59.32,4,2025
73261,Refresco Tang Uva 18G,0.58,1.09,0.51,176.65,46.98,102.46,193.24,90.78,4,2025
73285,Isotonic Powerade Tropical Fruits 50,3.82,4.93,1.11,31.35,22.53,119.77,154.61,34.83,4,2025
73292,Softener Ype Concur Blue 1.5L Gt 250Ml,10.54,17.26,6.72,2.5,38.94,26.33,43.12,16.79,4,2025
73395,Heineken Beer Can 269Ml,3.58,4.04,0.46,27.42,11.41,98.18,110.83,12.65,4,2025
73441,Iog Diolac Whey Triplo Zero Strawberry 25,4.58,7.92,3.34,10.98,42.16,50.29,86.94,36.66,4,2025
73460,Heineken Beer Zero Long Neck 330Ml C,34.5,39.84,5.34,2.56,13.4,88.42,102.1,13.68,4,2025
73470,Heineken Beer Can 269Ml Cx/8X1,28.6,32.13,3.53,37.63,11.0,1076.2,1209.21,133.01,4,2025
73686,Black Stone Pocket Pet 200,3.88,8.9,5.02,9.98,56.4,38.73,88.84,50.11,4,2025
73714,Soap Liquido Ariel Concentrated 50 Washes 2Lt,26.5,37.3,10.8,2.56,28.96,67.96,95.66,27.7,4,2025
73760,Seq Bisc Chocominas Kg,26.02,47.04,21.02,1.92,44.68,49.97,90.33,40.36,4,2025
73834,Stuffed Breaded Sear Cheese,2.57,4.42,1.85,40.45,41.88,103.95,178.86,74.9,4,2025
73838,Elgin Employee Battery Aaa Palit,3.3,6.62,3.32,4.69,50.14,15.47,31.03,15.56,4,2025
73857,Vasilhame Returned Pete 1Lt,1.7,1.7,0.0,145.23,0.0,246.89,246.89,0.0,4,2025
73858,Soda Coca Cola Original Voln Pet 1Lt,3.23,3.99,0.76,6.95,19.05,22.46,27.75,5.29,4,2025
73880,Domus 900Ml Baby Brand,6.84,11.25,4.41,4.56,39.21,31.18,51.29,20.11,4,2025
73895,Goiaba In Bulk Kg,4.59,8.07,3.48,101.54,43.11,466.06,819.23,353.17,4,2025
74091,Soap Barra Star Starry Artesana,8.5,13.01,4.51,3.08,34.67,26.17,40.06,13.89,4,2025
74137,Lava Clothes Powder Tixan Ype Antibac Ct 800G,6.18,9.68,3.5,13.42,36.18,82.92,129.93,47.01,4,2025
74139,Lav Roup Lq Tixan Ype Maciez 3Lt,15.92,24.52,8.6,3.95,35.08,62.88,96.85,33.98,4,2025
74142,Clean Ype Chloro Ativ Gel 520G 20% ​​D,3.04,5.2,2.16,9.77,41.59,29.7,50.85,21.15,4,2025
74165,1.5Lt Tropical Ice Cream,9.98,15.57,5.59,380.08,35.9,3793.19,5917.61,2124.42,4,2025
74254,Iog Danone Greek Flacos 90G,2.45,4.45,2.0,2.42,44.89,5.92,10.74,4.82,4,2025
74255,Iog Danone Greek Fruits Red 90G,2.45,4.45,2.0,3.6,44.89,8.81,15.99,7.18,4,2025
74328,Potato Crinkle Stick Well Brazil 1.05Kg,15.34,24.95,9.61,8.54,38.52,131.03,213.13,82.1,4,2025
74387,Refresco Tang Manga 18G,0.69,1.21,0.52,82.66,43.03,57.03,100.11,43.08,4,2025
74429,Eggs Quail Josi Emb 30X1,4.5,7.99,3.49,106.44,43.69,478.96,850.58,371.62,4,2025
74437,Lava Clothes Powder Tixan Ype Antibac Cx 1.6K,11.14,14.86,3.72,10.82,25.05,120.51,160.79,40.28,4,2025
74459,Softener Mon Bijou +Blue Perfume 1.7Lt,5.4,8.66,3.26,27.89,37.65,150.62,241.58,90.95,4,2025
74506,Bread Form Bauducco Trad 390G,4.04,6.63,2.59,116.43,39.05,470.39,771.77,301.37,4,2025
74515,Isotonic Powerade Lemon 500Ml,3.82,5.13,1.31,22.19,25.58,84.77,113.9,29.14,4,2025
74607,Peq Kitanda Do Cerrado Cheese Bread K,9.8,24.4,14.6,139.87,59.83,1370.73,3412.33,2041.6,4,2025
74608,Gde Kitandas Cerrado Chees Cheese K,8.82,22.21,13.39,83.89,60.28,739.92,1862.85,1122.93,4,2025
74643,Bologna Frrico Swine Pedaco Kg,5.14,7.71,2.57,4.1,33.36,21.1,31.66,10.56,4,2025
74644,Bologna Cold Chicken Pedaco Kg,5.14,7.71,2.57,4.37,33.36,22.44,33.67,11.23,4,2025
74647,Budweiser Zero Can 350Ml Beer,3.33,3.82,0.49,29.51,12.9,98.27,112.83,14.56,4,2025
74659,Budweiser Zero Can 350Ml Cx/8,26.64,28.72,2.08,1.37,7.24,36.4,39.24,2.84,4,2025
74667,Mussarela Cheese Ponta Kg,25.8,40.45,14.65,54.5,36.21,1406.13,2204.3,798.18,4,2025
74668,Sadia Ponta Kg Ham,18.61,24.23,5.62,6.32,23.19,117.55,153.04,35.49,4,2025
74669,Ham Seara Slim Coz Oval Ponta K,16.89,23.52,6.63,3.82,28.19,64.52,89.84,25.33,4,2025
74670,Chick Ham Ponta Kg,13.33,19.38,6.05,18.29,31.22,243.84,354.52,110.68,4,2025
74671,Presuunt Frrico Ponta Kg,9.92,14.71,4.79,40.81,32.54,404.85,600.13,195.28,4,2025
74672,Presuunt Seara Ponta Kg,10.97,16.75,5.78,1.33,34.5,14.6,22.29,7.69,4,2025
74673,Morte Bol Gold Loss Tip Kg,15.08,19.84,4.76,15.36,24.01,231.6,304.78,73.18,4,2025
74676,Piracanjuba Ponta K Snack Cheese,33.26,52.79,19.53,1.85,37.0,61.51,97.64,36.13,4,2025
74677,Peru'S Chest Chest Kg,32.64,46.88,14.24,0.66,30.37,21.64,31.08,9.44,4,2025
74678,Bologna Frrico Swrite Ponta Kg,5.14,8.08,2.94,2.86,36.39,14.68,23.08,8.4,4,2025
74679,Bologna Frrico Chicken Ponta Kg,5.14,8.08,2.94,2.53,36.37,13.01,20.44,7.43,4,2025
74682,F.Propria Kg Ham Pare And Cheese,9.24,22.38,13.14,5.76,58.71,53.19,128.83,75.64,4,2025
74688,Ultra Long Neck 275Ml Imperio Beer,3.57,4.79,1.22,9.03,25.53,32.23,43.28,11.05,4,2025
74693,Congrado Do Cerrado Cheese Bread,7.35,11.43,4.08,113.68,35.68,835.53,1299.02,463.49,4,2025
74786,Multipurpose Tudo Floral 500Ml,1.45,3.0,1.55,23.49,51.67,34.05,70.46,36.41,4,2025
74788,Tira Limo Tudo 500Ml,2.63,4.55,1.92,7.49,42.2,19.71,34.09,14.39,4,2025
74798,Cream Corm Corme Of Minas Trad 400,14.77,22.31,7.54,11.48,33.79,169.6,256.15,86.55,4,2025
74799,Crem Crem Canto De Minas Light 400,15.82,23.15,7.33,9.3,31.67,147.05,215.21,68.16,4,2025
74824,Cleans Glasses Spray With Alcohol 500M,6.36,13.64,7.28,4.29,53.36,27.3,58.54,31.24,4,2025
74986,Lava Crazy In Powder Ype 450G,14.59,24.53,9.94,1.41,40.53,20.59,34.62,14.03,4,2025
74988,Lava Clothes Powder Tixan Ype Green Ct 1.6Kg,12.25,16.17,3.92,4.3,24.24,52.67,69.52,16.85,4,2025
74994,Original Antarctica Beer 269Ml Cx15X,41.16,48.6,7.44,37.37,15.31,1538.12,1816.18,278.06,4,2025
75039,Soda Crystal Forty Cola 2L,3.08,4.42,1.34,68.11,30.24,209.79,300.74,90.94,4,2025
75043,Soda Crystal Forty Pineapple 2L,3.08,4.69,1.61,19.61,34.26,60.4,91.87,31.47,4,2025
75068,Hot Dog Boua Kg Sausage,4.63,8.71,4.08,476.89,46.87,2208.0,4155.85,1947.84,4,2025
75073,Cadence Fan 40Cm 220V 126W,114.47,210.0,95.53,2.03,45.49,231.88,425.39,193.51,4,2025
75176,Inst Raticide Kellmat Seed Cereal 25,0.83,1.61,0.78,30.84,48.41,25.6,49.61,24.02,4,2025
75204,Chicken Bird Congress Super Chicken I,9.68,14.95,5.27,33.14,35.24,320.79,495.35,174.56,4,2025
75217,Chicken Conga Congent,5.98,10.61,4.63,28.33,43.66,169.4,300.68,131.28,4,2025
75267,Multi Use Ype Odor 500Ml,2.06,4.08,2.02,3.62,49.49,7.47,14.78,7.32,4,2025
75343,Pimenta Cumari Packed Kg,30.48,71.72,41.24,7.97,57.5,242.78,571.25,328.47,4,2025
75344,Pepped Pepper Kg,18.35,45.29,26.94,7.02,59.48,128.75,317.74,188.99,4,2025
75345,Garlic Garlic Traditional In Natura 350,4.26,6.94,2.68,142.49,38.61,607.02,988.8,381.78,4,2025
75346,Bread Garlic Spicy Lend Fresh 350G,4.26,6.88,2.62,53.13,38.05,226.33,365.35,139.02,4,2025
75347,Bread Garlic Lider Pepperoni Fresh 350G,4.26,6.73,2.47,73.18,36.69,311.76,492.44,180.68,4,2025
75349,Cleaner Veja Deseng Lemon Pulv 30% Des,8.5,14.69,6.19,6.77,42.12,57.58,99.48,41.9,4,2025
75381,Pepper Rosinha Packed Kg,33.13,74.28,41.15,3.61,55.4,119.69,268.36,148.67,4,2025
75402,Softener Mon Bijou + 5Lt Protection,11.88,18.38,6.5,6.0,35.35,71.34,110.34,39.01,4,2025
75434,Middle Wing In Bulk Tray Kg,14.96,29.04,14.08,42.07,48.48,629.33,1221.53,592.2,4,2025
75587,Asa Drug Cong Super Chicken Iqf 1,11.99,17.36,5.37,61.1,30.95,732.55,1060.9,328.35,4,2025
75661,Linguiça Fine Qualitti Chicken Kg,10.16,16.95,6.79,2.59,40.06,26.28,43.84,17.56,4,2025
75666,Galinha Congk Kero Chicken Kg,4.73,6.58,1.85,476.56,28.17,2254.11,3138.11,884.01,4,2025
75684,Chest File Cong Super Chicken Iqf 1Kg,15.89,22.87,6.98,23.7,30.53,376.65,542.17,165.52,4,2025
75696,Alfacell Aa R6P 1.5V (Und),0.36,0.75,0.39,19.6,52.0,7.05,14.7,7.64,4,2025
75733,Traditional Bologna Frrico 1Kg,6.06,11.01,4.95,154.7,44.96,937.48,1703.27,765.79,4,2025
75734,500G Cold Lasagna Mass,7.75,11.57,3.82,21.49,33.0,166.53,248.56,82.02,4,2025
75766,Floral Floral Sanit Sanit Adhes,3.12,5.13,2.01,3.58,39.2,11.18,18.39,7.21,4,2025
75767,Sanit Lavender Sanit Adhes,3.12,5.13,2.01,3.75,39.2,11.7,19.24,7.54,4,2025
75786,Bacon Lost Table Kg,27.07,43.61,16.54,1.71,37.92,46.31,74.6,28.29,4,2025
75793,Soap Powder Amacitel Touch Of Poetry 1.6Kg,6.78,10.5,3.72,61.2,35.4,414.9,642.27,227.36,4,2025
75803,Cream Cheese Canto De Minas 150G,7.56,11.87,4.31,8.92,36.32,67.46,105.93,38.47,4,2025
75810,Pasta Pastel Cold 500G,7.05,11.33,4.28,45.38,37.8,319.95,514.39,194.44,4,2025
75816,Clean Cif Cre Cre Brc Grts 20% 250Ml,5.7,8.39,2.69,16.5,32.06,94.04,138.41,44.38,4,2025
75870,Pure Pilsen 269Ml Beer,1.86,2.45,0.59,66.83,24.04,124.31,163.65,39.34,4,2025
75928,Clean Bathroom Veja Antibac Desi 20% 500,6.74,12.22,5.48,4.43,44.83,29.85,54.11,24.26,4,2025
75935,Bologna Sadia Sliced ​​Sliced ​​Vacuo 180G,3.23,4.85,1.62,274.16,33.35,885.53,1328.62,443.1,4,2025
75954,Lava Clothes Liquido Ype Tixan Prim Refill 900M,5.22,8.16,2.94,7.18,36.05,37.5,58.64,21.14,4,2025
75958,Multi Use Ype Green 500Ml,2.48,4.09,1.61,4.22,39.36,10.47,17.26,6.79,4,2025
76018,Strap Gel Gel Color Colorful Clothes 4,4.39,7.04,2.65,2.77,37.68,12.16,19.51,7.35,4,2025
76037,Soap Powder Surf Lavender 800G,4.07,5.88,1.81,32.12,30.79,130.71,188.86,58.15,4,2025
76065,Clean Oven Green Devil Lemon 250G,7.31,12.49,5.18,8.3,41.48,60.69,103.71,43.02,4,2025
76161,Alim W/Amend Courier Breeze Oats 1Lt,9.99,15.83,5.84,4.66,36.88,46.57,73.78,27.21,4,2025
76291,Chest File Congand Temp Cas Super Chicken,11.83,17.59,5.76,37.64,32.74,445.33,662.11,216.77,4,2025
76298,Moved Meat Conga Chostela Friboi 180G,4.78,8.9,4.12,14.07,46.28,67.25,125.18,57.93,4,2025
76395,Soap Barra Ype Neutral 900G 10% Des Des,8.28,12.23,3.95,409.19,32.29,3388.09,5003.82,1615.73,4,2025
76397,Linguiça Mixed Fininha Def Perdigao 215G,4.21,7.44,3.23,113.28,43.4,476.92,842.61,365.69,4,2025
76402,Glied Meat Conga Picanha Friboi 180G,4.78,8.9,4.12,9.79,46.28,46.81,87.13,40.32,4,2025
76414,Soap Powder Omo Pure Care Blue 1.6Kg,15.92,22.62,6.7,17.67,29.62,281.28,399.66,118.38,4,2025
76469,"Softener Mon Bijou +Red Protection 1,",5.63,9.06,3.43,13.42,37.85,75.58,121.61,46.03,4,2025
76496,Baby Catuaba Wild Acai 900Ml,7.7,15.71,8.01,2.24,50.99,17.24,35.17,17.93,4,2025
76569,Thigh File W/Overcox W/Skin Kg,11.0,16.71,5.71,91.65,34.17,1008.15,1531.44,523.29,4,2025
76590,Pure Pilsen 269Ml Cx12X1 Beer,22.36,27.49,5.13,13.31,18.65,297.61,365.84,68.23,4,2025
76606,Imperio Lager Long Neck 355Ml Beer,3.57,4.49,0.92,16.11,20.56,57.51,72.4,14.88,4,2025
76627,Whipped Cream Flexchmann Gran Finale 500Ml,7.34,13.96,6.62,2.94,47.42,21.61,41.11,19.49,4,2025
76628,Whipped Cream Fleischmann Gran Finale 200Ml,2.92,6.24,3.32,7.82,53.17,22.82,48.73,25.91,4,2025
76743,Softener Monbijou +Blue Perfume 5Lt,11.62,18.37,6.75,14.79,36.76,171.88,271.79,99.91,4,2025
76768,Sint Sponge Ype Antibac Not Risk (Unit,1.39,2.27,0.88,9.21,38.83,12.8,20.92,8.12,4,2025
76770,Desinf Pinho Ype Lavanda 2Lt,10.08,14.63,4.55,11.4,31.1,114.92,166.79,51.87,4,2025
76794,Gimex Ag03 Allaline Battery,0.63,1.58,0.95,4.42,60.1,2.78,6.97,4.19,4,2025
76819,Soap Barra Brisa Blue Floral 900G,6.54,11.98,5.44,1.83,45.4,11.96,21.91,9.95,4,2025
76825,Soap Powder Brisa Az Floral W/Bicar Sc 800G,3.68,5.87,2.19,4.83,37.3,17.77,28.35,10.57,4,2025
76847,Desinf Pinho Ype Tradicao 2Lt,10.08,15.61,5.53,3.49,35.41,35.13,54.4,19.26,4,2025
76911,Lava Clothes Liquido Coconut Star 1L,4.9,8.18,3.28,16.23,40.11,79.53,132.79,53.26,4,2025
76977,Bologna Boua Traditional 400G,3.68,6.62,2.94,12.89,44.37,47.44,85.28,37.84,4,2025
77059,Bread Garlic Boua Traditional 300G,5.6,9.56,3.96,23.08,41.4,129.27,220.6,91.33,4,2025
77063,Heineken Beer Sleek 350Ml Cx12U,51.27,58.38,7.11,61.36,12.18,3146.02,3582.35,436.33,4,2025
77080,Mixer Inga 21Cm,7.43,19.37,11.94,1.19,61.65,8.82,23.01,14.19,4,2025
77090,Heineken Beer Sleek 350Ml,4.26,5.02,0.76,176.46,15.21,751.73,886.58,134.85,4,2025
77103,Conci Coala Lalda 120Ml,7.45,13.23,5.78,3.65,43.69,27.2,48.31,21.11,4,2025
77104,Conci Coala,7.9,13.96,6.06,4.03,43.39,31.8,56.17,24.37,4,2025
77105,Essence Concentrated Coala Soft 120Ml,7.83,13.97,6.14,3.97,43.94,31.11,55.49,24.38,4,2025
77106,Conci Coala Talco 120Ml,7.9,12.49,4.59,3.33,36.73,26.33,41.61,15.28,4,2025
77122,Pao Pullman Artesan Tube On Plate 3,5.88,9.68,3.8,5.67,39.28,33.34,54.91,21.57,4,2025
77123,Mondial Fan 40Cm Black 3V Col 14,188.83,294.04,105.21,1.26,35.78,238.21,370.93,132.72,4,2025
77124,Sponge For Cleaning Magic Wing Of Brazil,1.35,2.99,1.64,5.49,54.89,7.41,16.43,9.02,4,2025
77144,Lava Clothes Liquido Soft Life 1Lt,11.48,17.64,6.16,7.19,34.91,82.53,126.79,44.26,4,2025
77177,Beer Amstel Lata Sleek 350Ml,2.98,3.31,0.33,722.47,9.96,2152.95,2391.11,238.15,4,2025
77218,Baby Cocktail Bunch Watermelon 500Ml,2.99,5.44,2.45,1.38,45.01,4.13,7.51,3.38,4,2025
77240,Pao Pullman Artesano Tube 300G,5.88,9.68,3.8,2.53,39.28,14.89,24.52,9.63,4,2025
77246,Bologna Boua Traditional 1Kg,7.72,12.49,4.77,8.12,38.18,62.72,101.45,38.73,4,2025
77256,Aromatiz Home Spray Casaflor Bamboo 2,17.01,27.72,10.71,1.17,38.64,19.87,32.38,12.51,4,2025
77257,Aromatiz Home Spray Casaflor Harm Lav,17.01,27.72,10.71,1.2,38.64,20.48,33.38,12.9,4,2025
77260,Aromatiz Home Spray Houseflor Req Cedr,17.01,27.72,10.71,1.08,38.64,18.37,29.94,11.57,4,2025
77266,Soap Powder Urca Maxx Coconut Sache 800G,4.14,6.02,1.88,13.13,31.28,54.34,79.08,24.74,4,2025
77281,Linguiça Mixed Coz Smoked Sadia 215G,4.27,7.83,3.56,63.74,45.49,272.16,499.29,227.13,4,2025
77307,Cadence Frt410 Black 220V,181.0,422.4,241.4,1.26,57.15,227.9,531.85,303.95,4,2025
77372,Beer Amstel Lata Sleek 350Ml Cx12X1,35.58,38.6,3.02,272.35,7.82,9690.23,10512.3,822.06,4,2025
77403,Congress Super Chicken Iqf 1Kg,9.42,14.08,4.66,33.66,33.08,317.1,473.85,156.75,4,2025
77404,Overcoxes Conga Super Chicken Iqf 1Kg,10.33,15.3,4.97,25.54,32.49,263.81,390.77,126.96,4,2025
77406,Garlic Garlic Traditional And Spicy 400,5.25,7.96,2.71,44.91,34.03,235.76,357.38,121.62,4,2025
77424,Isotonic Gatorade Strawberry Watermelon 5,4.83,6.99,2.16,13.55,30.9,65.42,94.68,29.26,4,2025
77430,Monial Fan 30Cm Bco 3V 220V,93.18,161.55,68.37,1.32,42.32,123.37,213.89,90.52,4,2025
77432,Maxixe Packed Kg,5.44,10.83,5.39,26.55,49.77,144.42,287.51,143.1,4,2025
77435,Cherry Tomatoes Tray Kg,11.6,23.23,11.63,4.23,50.06,49.01,98.15,49.13,4,2025
77467,Goya Mineral Water With Gas 500Ml,1.54,2.06,0.52,116.34,25.17,179.16,239.42,60.26,4,2025
77525,Isotonic Gatorade Berry Blue 500Ml,4.83,6.99,2.16,71.27,30.9,344.22,498.15,153.93,4,2025
77571,Tempered Wing Coxinha Kg Tray,10.11,17.58,7.47,60.92,42.49,615.9,1070.95,455.05,4,2025
77572,Middle Of Wing The Seasoned Tray Kg,14.96,29.91,14.95,18.62,49.99,278.51,556.9,278.4,4,2025
77574,Breast File Chicken Bife Temp Band Kg,14.18,23.58,9.4,13.9,39.86,197.08,327.71,130.63,4,2025
77575,Tempered Hamburger Meat Kg,26.11,30.99,4.88,9.9,15.75,258.48,306.8,48.32,4,2025
77589,Pao Visconti Integral Form 400G,4.74,8.3,3.56,51.61,42.89,244.64,428.36,183.72,4,2025
77640,Bitter Bitter Sangalo Pockep Pet 200Ml,4.76,7.47,2.71,5.1,36.31,24.27,38.11,13.84,4,2025
77641,Big Tekitos Seara Traditional 900G,10.78,11.67,0.89,10.2,7.63,109.92,119.0,9.08,4,2025
77645,Repellent Repmax Location 200Ml,8.88,14.56,5.68,4.89,39.02,43.41,71.19,27.78,4,2025
77650,Sponge For Cleaning Of Asa Br 3 Pcs Kit,4.09,7.51,3.42,27.21,45.57,111.31,204.49,93.19,4,2025
77748,Heineken Beer 0.0% Alcohol Tin Sleek 3,4.1,5.07,0.97,62.64,19.2,256.81,317.83,61.02,4,2025
77751,Heineken Beer 0.0% Alcohol Tin Sleek 3,51.19,61.08,9.89,4.66,16.19,238.42,284.48,46.06,4,2025
77754,Stella Artois L Neck Pure Gold 3 Beer,4.95,5.77,0.82,42.96,14.27,212.68,248.08,35.4,4,2025
77775,Sol Sol Sol Liquida 1Lt,13.55,20.87,7.32,4.5,35.08,60.95,93.88,32.93,4,2025
77792,Stella L Neck Pur Gold 330Ml Cx 6 Beer,29.72,34.26,4.54,11.18,13.24,332.4,383.12,50.73,4,2025
77968,Uva Pass Esc La Violence S/ Caroco Sac,2.64,5.11,2.47,42.75,48.32,112.87,218.4,105.53,4,2025
77991,Fiber For Cleaning General Use Wms Util 102X26,3.14,4.03,0.89,7.21,22.15,22.65,29.1,6.45,4,2025
78192,Kell Lub 300Ml Antiferge,6.71,11.27,4.56,4.6,40.46,30.85,51.81,20.96,4,2025
78243,Vitcoco Coconut Water 1Lt,5.97,8.82,2.85,33.07,32.3,197.41,291.59,94.18,4,2025
78335,Isotonic Gatorade Zero Cal Lar Lima 35,3.33,4.99,1.66,12.2,33.27,40.63,60.89,20.26,4,2025
78595,Heavy Cleaning Ype Lemon Xtreme 1Lt,5.35,8.91,3.56,4.42,39.93,23.63,39.33,15.71,4,2025
78619,Agua Tonica Antarctica Zero Lt 269Ml,1.85,2.58,0.73,41.73,28.32,77.2,107.7,30.5,4,2025
78627,Zed Black Charcoal Incense 30 Herbs 7 Var,1.45,3.51,2.06,3.45,58.65,5.0,12.08,7.09,4,2025
78628,Incense Zed Black Charcoal Opens Path 7,1.45,3.51,2.06,7.36,58.65,10.67,25.81,15.14,4,2025
78629,Incense Zed Black Charcoal Alecrim 7 Var,1.45,3.51,2.06,4.82,58.65,6.99,16.9,9.91,4,2025
78630,Incense Zed Black Charcoal Lavezema 7 Var,1.45,3.51,2.06,6.36,58.65,9.22,22.29,13.07,4,2025
78631,Zed Black Charcoal Arruda 7 Var,1.45,3.51,2.06,8.17,58.65,11.84,28.63,16.79,4,2025
78632,Zed Black Charcoal Bamboo 7 Var,1.45,3.51,2.06,4.59,58.65,6.66,16.11,9.45,4,2025
78633,Zed Black Charcoal Cinnamon 7 Varet,1.45,3.51,2.06,8.52,58.65,12.35,29.86,17.51,4,2025
78634,Incense Zed Black Charcoal Chamomile 7 Va,1.45,3.51,2.06,5.91,58.65,8.57,20.72,12.15,4,2025
78635,Zed Black Charcoal Capim/ Lim 7 Va Incense,1.45,3.51,2.06,5.43,58.65,7.88,19.05,11.18,4,2025
78636,Incense Zed Black Charcoal Calls Din 7 Va,1.45,3.51,2.06,11.96,58.65,17.35,41.95,24.61,4,2025
78637,Zed Black Charcoal Citron 7 Var,1.45,3.51,2.06,6.79,58.65,9.84,23.79,13.95,4,2025
78638,Zed Black Charcoal Crove 7 Var,1.45,3.51,2.06,7.37,58.65,10.68,25.84,15.16,4,2025
78641,Incense Zed Black Charcoal Eucalip 7 Var,1.45,3.51,2.06,4.91,58.65,7.12,17.22,10.1,4,2025
78642,Incense Zed Black Charcoal Flower Lar 7 Var,1.45,3.51,2.06,5.97,58.65,8.66,20.94,12.28,4,2025
78643,Incense Zed Black Charcoal Jasmim 7 Var,1.45,3.51,2.06,8.28,58.65,12.01,29.04,17.03,4,2025
78644,Incense Zed Black Charcoal Lavand Franc 7,1.45,3.51,2.06,8.66,58.65,12.56,30.37,17.81,4,2025
78645,Incense Zed Black Charcoal Beer Carin 7 Va,1.45,3.51,2.06,5.56,58.65,8.07,19.51,11.44,4,2025
78650,Incense Zed Black Charcoal Palo Santo 7 V,1.45,3.51,2.06,4.46,58.65,6.47,15.64,9.17,4,2025
78653,Incense Zed Black Charcoal Rs Bca 7 Var,1.45,3.51,2.06,5.18,58.65,7.51,18.16,10.65,4,2025
78654,Incense Zed Black Charcoal Rs Red Esp 7 V,1.45,3.51,2.06,6.44,58.65,9.33,22.58,13.24,4,2025
78655,Incense Zed Black Charcoal Sal Sal 7 Var,1.45,3.51,2.06,6.95,58.65,10.08,24.37,14.29,4,2025
78657,Incense Zed Black Charcoal Sant Anj Guar 7,1.45,3.51,2.06,6.2,58.65,8.99,21.74,12.75,4,2025
78658,Incense Zed Black Charcoal Seven Herbs 7 V,1.45,3.51,2.06,4.85,58.65,7.03,17.0,9.97,4,2025
78659,Incense Zed Black Charcoal Violet 7 Var,1.45,3.5,2.05,5.71,58.57,8.29,20.0,11.71,4,2025
78661,Cream Cheese Canto De Minas Bisnaga 40,16.94,29.03,12.09,3.76,41.65,63.71,109.19,45.48,4,2025
78689,Kellmat Rato Cuilha,2.57,4.44,1.87,3.63,42.08,9.33,16.11,6.78,4,2025
78698,Soap Barra Minuano Glic Neutral 180G,1.84,2.86,1.02,79.11,35.67,145.56,226.27,80.71,4,2025
78711,Hot Bowls Sadia Mac W/Mini Punches 3,6.06,9.72,3.66,5.78,37.65,35.01,56.15,21.14,4,2025
78722,Odoriz Aer Pura House Lavender 400Ml,7.14,12.45,5.31,7.09,42.67,50.63,88.32,37.69,4,2025
78753,Incense Zed Black Charcoal Chuv Gold 7 Va,1.45,3.51,2.06,4.5,58.65,6.52,15.76,9.25,4,2025
78754,Zed Black Charcoal Conta,1.45,3.51,2.06,5.04,58.65,7.31,17.67,10.37,4,2025
78761,Nectar Del Valle Passionja Lata 290Ml,2.0,3.15,1.15,7.41,36.52,14.82,23.35,8.53,4,2025
