Code,Description,Unit_Cost,Unit_Price,Unit_Profit,Amount_Sold,Margin%,Total_Cost,Total_Sale,Total_Profit,Month,Year
66621,Desinf Lysoform Original Gross 500Ml,4.72,9.99,5.27,2.0,52.75275275275276,9.43,19.98,10.55,7,2024
76631,Desinf Lysoform Lavender 1Lt,13.41,19.99,6.58,1.0,32.91645822911455,13.41,19.99,6.58,7,2024
59179,Desinf Lysoform Soft 1Lt,9.71,19.99,10.28,3.0,51.425712856428206,29.13,59.97,30.84,7,2024
76630,Soft Lysoform Desinf 500Ml,4.72,9.99,5.27,1.0,52.75275275275276,4.72,9.99,5.27,7,2024
69965,Desinf More Qbom Brisa 2L,3.21,4.95,1.74,24.0,35.15151515151516,77.05,118.8,41.75,7,2024
70600,Disinf More Qbom Breeze 5L,7.74,13.99,6.25,18.0,44.674767691208,139.23,251.82,112.59,7,2024
37779,Disinf More Qbom Eucalyptus 2L,3.21,5.24,2.03,12.0,38.74045801526718,38.53,62.88,24.35,7,2024
70599,Disinf More Qbom Floral 2L,3.24,5.16,1.92,42.0,37.2093023255814,135.93,216.72,80.79,7,2024
37775,Disinf More Qbom Lavender Free 2L,3.25,4.92,1.67,7.0,33.94308943089431,22.73,34.44,11.71,7,2024
70601,Disinf More Qbom Lavender Free 5L,7.76,13.99,6.23,10.0,44.531808434596144,77.59,139.9,62.31,7,2024
37780,Desinf More Qbom Lavender Fresh 2L,3.23,5.06,1.83,114.0,36.166007905138336,368.25,576.8399999999999,208.59,7,2024
69966,Desinf More Qbom Lavender Fresh 5L,7.77,13.99,6.22,25.0,44.46032880629021,194.14,349.75,155.61,7,2024
69964,Desinf More Qbom Lavender Musk 2L,3.24,5.21,1.97,111.0,37.81190019193858,359.09,578.31,219.22,7,2024
70602,Desinf More Qbom Musk 5L Lavender,7.79,13.99,6.2,12.0,44.31736954967834,93.52,167.88,74.36,7,2024
31604,Disinf More Qbom Lavender Plus 2L,3.24,5.16,1.92,79.0,37.2093023255814,255.78,407.64,151.86,7,2024
37777,Disinf More Qbom Pine 2L,3.23,5.22,1.99,26.0,38.12260536398468,84.0,135.72,51.72,7,2024
77316,Menuano Desinf Eucalypt 500Ml,1.25,2.52,1.27,8.0,50.39682539682539,9.99,20.16,10.17,7,2024
56798,Floral Minuano Deinf 2Lt,4.77,7.99,3.22,6.0,40.30037546933668,28.64,47.94,19.3,7,2024
77317,Floral Minuano Desinf 500Ml,1.34,2.34,1.0,4.0,42.735042735042725,5.36,9.36,4.0,7,2024
77318,Minuano Herbal 500Ml Desinf,1.38,2.38,1.0,9.0,42.01680672268908,12.38,21.42,9.04,7,2024
77319,Minuano Desinf Lall 2Lt,4.81,7.99,3.18,12.0,39.79974968710889,57.68,95.88,38.2,7,2024
30632,Minuano Lavanda 500Ml Desinf,1.43,2.21,0.78,13.0,35.294117647058826,18.62,28.73,10.11,7,2024
77320,Minuano Marine 500Ml Desinf,1.41,2.18,0.77,11.0,35.3211009174312,15.55,23.98,8.43,7,2024
68634,Desinf Multi Ype Antibac Gat 500Ml,5.58,6.6,1.02,18.0,0.7,100.46,118.82,18.36,7,2024
28495,Disinf Pine Bril B Mar L 500 Pg450,3.43,5.49,2.06,1.0,37.52276867030965,3.43,5.49,2.06,7,2024
899,Disinf Pine Bril Br Mar500Ml,3.34,5.49,2.15,6.0,39.16211293260474,20.03,32.94,12.91,7,2024
35302,Desinf Pinho Bril Brisa Do Mar 1Lt,6.23,9.49,3.26,10.0,34.351949420442565,62.27,94.9,32.63,7,2024
890,Disinf Pine Bril F/Lime 500Ml,3.51,5.49,1.98,1.0,36.06557377049181,3.51,5.49,1.98,7,2024
18219,Desinf Pinho Bril Fl/Lemon 500/450Pg,3.32,4.69,1.37,2.0,29.21108742004265,6.65,9.38,2.73,7,2024
15366,Desinf Pine Bril Flows De Lemon 1L,5.98,9.99,4.01,7.0,40.14014014014013,41.87,69.93,28.06,7,2024
897,Disinf Pine Bril Lav 500Ml,3.34,5.49,2.15,3.0,39.16211293260474,10.02,16.47,6.45,7,2024
16468,Desinf Pine Bril Lav500M Pg 450Ml,3.39,5.49,2.1,7.0,38.25136612021858,23.76,38.43,14.67,7,2024
898,Desinf Pine Bril Labaranda 1Lt,6.01,9.49,3.48,5.0,36.67017913593256,30.05,47.45,17.4,7,2024
15343,Desinf Pine Bril Pine Silvestre 1Lt,5.2,9.49,4.29,7.0,45.20547945205479,36.39,66.43,30.04,7,2024
889,Disinf Pine Bril Plus 500Ml,3.25,5.49,2.24,20.0,40.80145719489982,64.94,109.8,44.86,7,2024
16454,Disinf Pine Bril Silv Lv500Ml Pg450Ml,3.43,5.49,2.06,3.0,37.52276867030965,10.3,16.47,6.17,7,2024
43322,Desinf Pinho Floral Sun 500Ml,4.89,7.99,3.1,1.0,38.79849812265333,4.89,7.99,3.1,7,2024
1028,Desinf Pinho Sol Lav 500Ml,4.34,7.99,3.65,4.0,45.68210262828536,17.37,31.96,14.59,7,2024
56054,Desinf Pinho Sol Lauanda 1Lt,9.23,12.99,3.76,9.0,28.94534257120862,83.03,116.91,33.88,7,2024
38051,Desinf Pinho Sol Lemon 1Lt,9.46,12.99,3.53,7.0,27.174749807544256,66.19,90.93,24.74,7,2024
1032,Desinf Pinho Sol Lemon 500Ml,4.94,7.99,3.05,3.0,38.17271589486858,14.82,23.97,9.15,7,2024
28734,Desinf Pinho Sol Orig 1Lt,8.37,12.99,4.62,12.0,35.56581986143188,100.45,155.88,55.43,7,2024
15716,Desinf Pinho Sol Orig 500Ml,5.28,7.99,2.71,10.0,33.917396745932415,52.8,79.9,27.1,7,2024
56273,Desinf Pinho Sol Orig Lv1000 Pg900,8.5,12.99,4.49,14.0,34.565050038491144,119.02,181.86,62.84,7,2024
53046,Desinf Pine Original Sol Lv500Ml Pg450M,4.89,7.99,3.1,5.0,38.79849812265333,24.45,39.95,15.5,7,2024
15387,Desinf Pinho Ype Citrus 500Ml,3.34,5.49,2.15,2.0,39.16211293260474,6.69,10.98,4.29,7,2024
67338,Desinf Pinho Ype Lavanda 1Lt,5.83,8.99,3.16,5.0,35.15016685205784,29.14,44.95,15.81,7,2024
69613,Desinf Pinho Ype Trad 10%Des Des 500Ml,2.6,4.99,2.39,4.0,47.89579158316633,10.39,19.96,9.57,7,2024
15389,Desinf Pinho Ype Trad 500Ml,3.34,5.49,2.15,2.0,39.16211293260474,6.69,10.98,4.29,7,2024
65167,Desinf Pinho Ype Tradicao 1Lt,6.02,9.99,3.97,3.0,39.73973973973975,18.06,29.97,11.91,7,2024
13817,Alfaz Polytrix Desinf 1.75Lt,3.35,5.99,2.64,3.0,44.07345575959933,10.06,17.97,7.91,7,2024
11893,Desinf Policy Euc 1.75Lt,3.46,5.49,2.03,6.0,36.97632058287796,20.74,32.94,12.2,7,2024
75940,Floral Polyter Desinf 1.75Lt,3.26,4.79,1.53,10.0,31.941544885177457,32.61,47.9,15.29,7,2024
12129,Disinf Policrine Gardeno 1.75Lt,3.14,5.37,2.23,12.0,41.5270018621974,37.72,64.44,26.72,7,2024
12127,Lavand1.75Lt,3.46,4.92,1.46,7.0,29.67479674796748,24.19,34.44,10.25,7,2024
68614,Lemon Police Desinf 1.75L,3.46,4.87,1.41,4.0,28.95277207392197,13.82,19.48,5.66,7,2024
16225,Disinf Polyric Marin 1.75Lt,3.46,5.47,2.01,20.0,36.74588665447898,69.12,109.4,40.28,7,2024
12126,Disinf Policy Orqui 1.75Lt,3.21,5.24,2.03,10.0,38.74045801526718,32.06,52.400000000000006,20.34,7,2024
68613,Disinf Policy Pine 1.75L,3.14,5.13,1.99,7.0,38.79142300194932,22.0,35.91,13.91,7,2024
7919,Disinf Eucalyptus 2Lt,2.51,4.49,1.98,48.0,44.09799554565702,120.7,215.52,94.82,7,2024
7981,Desinf Proeza Willvestre 2Lt,2.51,4.49,1.98,63.0,44.09799554565702,158.04,282.87,124.83,7,2024
13957,Disinf Zupp Cha Of Freshness 2Lt,3.91,6.99,3.08,8.0,44.06294706723891,31.3,55.92,24.62,7,2024
63171,Desinf Zupp Citronella 2Lt,3.91,6.99,3.08,7.0,44.06294706723891,27.38,48.93,21.55,7,2024
5421,Desinf Zupp Fennel 2Lt,3.91,6.99,3.08,6.0,44.06294706723891,23.47,41.94,18.47,7,2024
5399,Desinf Zupp Eucalypto 1Lt,3.14,4.99,1.85,4.0,37.07414829659319,12.57,19.96,7.39,7,2024
5418,Desinf Zupp Eucalypto 2Lt,3.91,7.0,3.09,18.0,44.14285714285714,70.42,126.0,55.58,7,2024
5438,Desinf Zupp Eucalyptus 500Ml,2.19,3.99,1.8,3.0,45.11278195488722,6.58,11.97,5.39,7,2024
54975,Desinf Zupp Eucalypto 5Lt,12.96,19.99,7.03,2.0,35.16758379189594,25.92,39.98,14.06,7,2024
5401,Desinf Zupp Tropical Flowers 1L,3.14,5.99,2.85,2.0,47.57929883138564,6.29,11.98,5.69,7,2024
5419,Desinf Zupp Tropical Flowers 2Lt,3.91,6.99,3.08,20.0,44.06294706723891,78.24,139.8,61.56,7,2024
61389,Desinf Zupp Herbal Cha Freshness 5Lt,12.96,19.99,7.03,4.0,35.16758379189594,51.84,79.96,28.12,7,2024
5450,Desinf Zupp Jasmim 500Ml,2.19,3.99,1.8,2.0,45.11278195488722,4.38,7.98,3.6,7,2024
5426,Desinf Zupp Labaranda 1L,3.32,5.29,1.97,6.0,37.24007561436674,19.94,31.74,11.8,7,2024
5420,Deinf Zupp Lavender 2Lt,3.91,6.99,3.08,57.0,44.06294706723891,222.98,398.43,175.45,7,2024
5416,Desinf Zupp Lavender 500Ml,2.19,3.99,1.8,2.0,45.11278195488722,4.38,7.98,3.6,7,2024
54976,Desinf Zupp Lavender 5Lt,12.96,19.99,7.03,7.0,35.16758379189594,90.72,139.92999999999998,49.21,7,2024
5431,Desinf Zupp Marine 1Lt,3.19,5.29,2.1,18.0,39.69754253308129,57.4,95.22,37.82,7,2024
10905,Desinf Zupp Marine 2Lt,3.91,6.99,3.08,36.0,44.06294706723891,140.83,251.64,110.81,7,2024
63170,Desinf Zupp Marine 5Lt,12.96,19.99,7.03,7.0,35.16758379189594,90.72,139.92999999999998,49.21,7,2024
5427,Disinf Zupp Pine 1Lt Bact,3.14,5.29,2.15,9.0,40.64272211720227,28.29,47.61,19.32,7,2024
5425,Disinf Zupp Pine 2Lt,3.91,6.99,3.08,4.0,44.06294706723891,15.65,27.96,12.31,7,2024
5404,Desinf Zupp Pine 5Lt,12.96,19.99,7.03,6.0,35.16758379189594,77.77,119.94,42.17,7,2024
54655,Wing Brazil Vase Disintupidor,4.33,12.59,8.26,3.0,65.60762509928514,12.98,37.77,24.79,7,2024
13629,Detergent L Loucas Ype Clear 5L,13.18,26.74,13.56,12.0,50.71054599850411,158.14,320.88,162.74,7,2024
14749,Detergent L Loucas Ype Neuto 5L,13.18,28.17,14.99,11.0,53.21263755768548,144.96,309.87,164.91,7,2024
75660,Detergent Lava Loucas Kijoia Clear 500Ml,0.82,1.79,0.97,3.0,54.18994413407822,2.45,5.37,2.92,7,2024
4116,Detergent Lava Loucas Kijoia Lime 500Ml,0.82,1.79,0.97,48.0,54.18994413407822,39.26,85.92,46.66,7,2024
4115,Detergent Lava Crazy Kijoia Apple 500Ml,0.82,1.79,0.97,97.0,54.18994413407822,79.35,173.63,94.28,7,2024
46057,Detergent Clean Kennel Free Dog 2L,13.72,34.99,21.27,1.0,60.78879679908545,13.72,34.99,21.27,7,2024
905,Detergent Limpol Coconut 500Ml,1.14,2.03,0.89,334.0,43.84236453201971,382.27,678.02,295.75,7,2024
891,Detergent Clean Crystal 500Ml,1.17,2.33,1.16,477.0,49.785407725321896,558.76,1111.41,552.65,7,2024
80377,Detergent Clean 500Ml Lavender,1.14,1.98,0.84,271.0,42.42424242424243,308.67,536.58,227.91,7,2024
902,Detergent Limpol Lemon 500Ml,1.24,2.51,1.27,204.0,50.59760956175299,252.37,512.04,259.67,7,2024
904,Detergent Limpol Apple 500Ml,1.25,2.32,1.07,223.0,46.120689655172406,277.89,517.36,239.47,7,2024
903,Detergent Limpol Neutral 500Ml,1.17,2.25,1.08,421.0,48.00000000000001,492.61,947.25,454.64,7,2024
7890,Detergent Proeza Clear 500Ml,0.82,1.69,0.87,94.0,51.4792899408284,77.36,158.86,81.5,7,2024
34053,Detergent Procurement Coconut 500Ml,0.74,1.69,0.95,546.0,56.213017751479285,404.19,922.74,518.55,7,2024
7892,Detergent Proeza Lemon 500Ml,0.74,1.69,0.95,543.0,56.213017751479285,401.56,917.67,516.11,7,2024
7891,Detergent Procure Apple 500Ml,0.82,1.69,0.87,97.0,51.4792899408284,79.83,163.93,84.1,7,2024
7893,Detergent Poice Neutral 500Ml,0.75,1.69,0.94,605.0,55.62130177514793,453.15,1022.45,569.3,7,2024
71274,Detergent Ype Antibac 500Ml,1.87,2.89,1.02,213.0,35.29411764705882,398.74,615.57,216.83,7,2024
57396,Detergent Ype Capim Lemon 500Ml,1.43,3.1,1.67,179.0,53.87096774193548,256.84,554.9,298.06,7,2024
4666,Detergent Ype Clear 500Ml,1.29,3.27,1.98,91.0,60.550458715596335,117.72,297.57,179.85,7,2024
39414,Detergent Ype Clear 500Ml Des10% Pct06X1,7.71,15.99,8.28,63.0,51.782363977485936,486.0,1007.37,521.37,7,2024
4669,Detergent Ype Clear Care 500Ml,1.44,3.05,1.61,205.0,52.78688524590164,294.6,625.25,330.65,7,2024
4665,Detergent Ype Coconut 500Ml,1.44,3.04,1.6,382.0,52.63157894736842,549.12,1161.28,612.16,7,2024
74985,Detergent Ype Green 500Ml,1.95,2.88,0.93,68.0,8.87,132.6,195.72,63.12,7,2024
4664,Detergent Ype Lemon 500Ml,1.44,2.97,1.53,311.0,51.51515151515152,447.12,923.67,476.55,7,2024
4663,Detergent Ype Apple 500Ml,1.44,3.03,1.59,296.0,52.47524752475248,425.24,896.88,471.64,7,2024
4662,Detergent Ype Neutral 500Ml,1.31,3.29,1.98,20.0,60.18237082066869,26.24,65.8,39.56,7,2024
58546,Detergent Ype Neutral 500Ml Des Des 10%Pct06X1,7.87,15.99,8.12,8.0,50.78173858661664,62.98,127.92,64.94,7,2024
54198,Detergent Zupp Neutral 5Lt,11.24,23.99,12.75,7.0,53.14714464360149,78.7,167.92999999999998,89.23,7,2024
69081,Diffuser Adventure Tropical Aromas 250M,6.03,12.99,6.96,2.0,53.5796766743649,12.06,25.98,13.92,7,2024
75409,Diffuser Aromas Koala Bamboo 100Ml,9.74,14.99,5.25,1.0,35.023348899266175,9.74,14.99,5.25,7,2024
76118,Diffuser Aromas Koala Grass Lemon 100Ml,9.08,16.66,7.58,3.0,45.49819927971189,27.24,49.98,22.74,7,2024
75410,Diffuser Aromas Koala Lavender 100Ml,8.64,16.66,8.02,3.0,48.139255702280906,25.93,49.98,24.05,7,2024
78898,Diffuser Aromas Tropical 100Ml,9.74,19.99,10.25,1.0,45.27,9.74,19.99,10.25,7,2024
75765,Diffuser Aromas Coala Tutti Fruit 100Ml,9.74,19.99,10.25,1.0,45.27,9.74,19.99,10.25,7,2024
76119,Diffuser Aromas Coala Vanilla 100Ml,8.86,19.99,11.13,3.0,45.27,26.59,59.97,33.38,7,2024
69100,Diffuser Tropical Alecrim Dourad,7.67,15.99,8.32,1.0,45.47,7.67,15.99,8.32,7,2024
69102,Diffuser Tropical Aromas Campos Lavand,7.67,15.99,8.32,1.0,45.47,7.67,15.99,8.32,7,2024
69122,Diffuser Tropical Aromas Cherry/Black Av,7.68,15.99,8.31,2.0,45.47,15.35,31.98,16.63,7,2024
69123,Diffuser Tropical Fleam Flower,7.67,15.99,8.32,4.0,45.47,30.69,63.96,33.27,7,2024
69161,Diffuser Tropical Aromas Orchid Blue 3,7.67,15.99,8.32,3.0,45.47,23.02,47.97,24.95,7,2024
80259,Diffuser Aromasil Ladano Da Spain 100,9.11,21.99,12.88,1.0,54.06,9.11,21.99,12.88,7,2024
80261,Diffuser Aromasil English Lavender 100Ml,9.11,21.99,12.88,1.0,54.06,9.11,21.99,12.88,7,2024
69083,Diffuser Clove And Tropical Cinnamon Aromas 2,6.03,12.99,6.96,2.0,47.27,12.06,25.98,13.92,7,2024
69084,Diffuser Tropical Cidreira Film Aromas 2,6.03,12.99,6.96,1.0,47.27,6.03,12.99,6.96,7,2024
69085,Tropical Fennel Diffuser Aromas 250M,6.03,12.99,6.96,1.0,47.27,6.03,12.99,6.96,7,2024
69086,Tropical Case Flower Diffuser,6.03,12.99,6.96,1.0,47.27,6.03,12.99,6.96,7,2024
69087,Diffuser Flower Of Tropical Amarilis Aroma,6.03,12.99,6.96,2.0,47.27,12.06,25.98,13.92,7,2024
69088,Tropical Cherry Flower Diffuser,6.03,12.99,6.96,2.0,47.27,12.06,25.98,13.92,7,2024
69089,Tropical Arom Orange Flower Diffuser,6.03,12.99,6.96,2.0,47.27,12.06,25.98,13.92,7,2024
69090,Diffuser Tropical Lavender Aromas 250Ml,6.03,12.99,6.96,6.0,47.27,36.17,77.94,41.77,7,2024
69091,Diffuser Sicilian Tropical Sycilian Aromas 2,6.03,12.99,6.96,1.0,47.27,6.03,12.99,6.96,7,2024
69093,Diffuser Tropical Watermelon Aromas 250Ml,6.03,12.99,6.96,1.0,47.27,6.03,12.99,6.96,7,2024
69094,Tropical Strawberry Diffuser Aromas 250Ml,6.03,12.99,6.96,3.0,47.27,18.08,38.97,20.89,7,2024
69096,Tropical Vanilla Diffuser Aromas 250Ml,6.03,12.99,6.96,3.0,47.27,18.08,38.97,20.89,7,2024
59190,Donuts F.Propria Kg,12.88,29.9,17.02,5.45,56.92,70.22,163.0,92.78,7,2024
59225,Pall F.Propria Chicken Kg,7.56,30.0,22.44,13.28,74.8,100.38,398.34,297.96,7,2024
79344,Breaded Chicken Nacho Conga Sadia 275G,5.89,12.99,7.1,5.0,38.35,29.44,64.95,35.51,7,2024
73834,Stuffed Breaded Sear Cheese,2.22,3.78,1.56,58.0,27.21,128.76,219.04,90.28,7,2024
35739,Breaded Seara T Monica Trad 300G,7.52,15.99,8.47,8.0,41.8,60.13,127.92,67.79,7,2024
24827,Rolled Cheese F.Propria Kg,9.38,30.0,20.62,34.35,68.73,322.24,1030.6,708.36,7,2024
25009,Roll Salsicha F.Propria Kg,5.35,17.99,12.64,37.76,70.26,202.01,679.3,477.29,7,2024
65986,Frozen Pea Boua 300G,5.1,12.49,7.39,4.0,54.6,20.41,49.96,29.55,7,2024
33051,Condor Brush For Sanitario,5.98,14.99,9.01,2.0,47.1,11.95,29.98,18.03,7,2024
3100,Sanilux S/Sup,10.9,24.99,14.09,3.0,45.98,32.71,74.97,42.26,7,2024
75910,Sanit Pop Wing Brush Br,2.28,6.29,4.01,3.0,50.72,6.83,18.87,12.04,7,2024
64279,Sanitia Brush W/ Sup Colors Wing Bras,3.51,10.99,7.48,6.0,56.6,21.04,65.94,44.9,7,2024
61571,Sanitia Brush W/ Leftover Condor,7.86,21.99,14.13,3.0,52.52,23.59,65.97,42.38,7,2024
22235,Globo Sanitary Brush W/ Support,5.51,13.99,8.48,4.0,46.39,22.05,55.96,33.91,7,2024
25293,Skewer Meat Against File Vacuo Kg,22.14,44.39,22.25,2.79,43.41,61.76,124.03,62.27,7,2024
27475,Corcacation Skewer Vacuo Kg,20.56,45.6,25.04,4.89,48.79,100.52,223.06,122.54,7,2024
24561,Skewer Chicken W/Bacon Vacuo Kg,47.65,52.4,4.75,2.02,9.23,96.26,106.05,9.79,7,2024
18663,Sponge Bombril 60G,1.47,3.25,1.78,552.0,43.67,811.23,1794.07,982.84,7,2024
62982,3M Sponge Cleaning Sc Tinindo Lv4 Pg3,2.28,5.49,3.21,89.0,47.99,202.65,488.54,285.89,7,2024
16858,Antiad Sponge Sponge Zupp,2.08,4.99,2.91,21.0,43.25,43.72,104.79,61.07,7,2024
32892,Sponge Brilhus Lv04 Pg03,1.92,5.99,4.07,1.0,60.32,1.92,5.99,4.07,7,2024
3092,Sponge Brilhus Multipurish Uniaria,0.53,1.99,1.46,2.0,66.88,1.06,3.98,2.92,7,2024
58747,Delicate Condor Sponge,1.38,2.99,1.61,17.0,38.53,23.53,50.83,27.3,7,2024
79979,Sponge Condor Clean Multiuso Unit,0.4,0.99,0.59,278.0,45.66,109.81,275.22,165.41,7,2024
58749,Sponge Condor Heavy Cleaning,3.05,6.69,3.64,7.0,39.46,21.36,46.83,25.47,7,2024
58746,Sponge Condor M/Use Lv4 Pg3,1.7,4.7,3.0,229.0,50.65,390.22,1075.71,685.49,7,2024
48571,Sponge Condor Multipurpose Cleaning,0.77,1.99,1.22,51.0,47.44,39.22,101.59,62.37,7,2024
58745,Sponge Condor Protection For Nails,2.07,4.49,2.42,12.0,37.37,24.8,53.88,29.08,7,2024
20199,Steel Stainless Steel Steel 17G,3.41,7.99,4.58,15.0,44.39,51.21,119.85,68.64,7,2024
1409,Bath Sponte Inf Kids Ponjita Monst,5.86,11.49,5.63,1.0,36.81,5.86,11.49,5.63,7,2024
11595,Sponge Dp Face Zupp Mt Use,0.75,1.99,1.24,104.0,48.84,77.9,206.96,129.06,7,2024
20520,Double -Sided Sponge Zupp (3X1),2.25,5.99,3.74,49.0,49.0,110.05,293.51,183.46,7,2024
3110,Sponge Spurebom Cleaner Lv4X1,3.14,7.99,4.85,41.0,51.35,128.74,327.59,198.85,7,2024
3090,Sponge Sponge Mult Un Bettanin,1.32,3.99,2.67,49.0,58.92,64.88,195.51,130.63,7,2024
22704,Sponge Sponge Doesn'T Scratch,1.08,5.99,4.91,3.0,76.13,3.23,17.97,14.74,7,2024
3093,Sponge Sponge,1.31,7.99,6.68,15.0,78.22,19.67,119.85,100.18,7,2024
77594,Sponge Stainless Sponge,2.91,6.49,3.58,3.0,44.56,8.72,19.47,10.75,7,2024
71028,Sponge La De Stock Assolan 10%Des 45G,0.83,1.99,1.16,195.0,44.92,161.16,388.05,226.89,7,2024
70488,Sponge La De Sto Assolan 45G,0.77,1.99,1.22,917.0,48.75,708.66,1824.81,1116.15,7,2024
77027,Sponge Cleaning Scotch Brite Silver,4.74,9.99,5.25,12.0,41.24,56.89,119.88,62.99,7,2024
16040,Sponge Cleaning Tinindo Uniaritaria,0.79,1.99,1.2,123.0,47.83,97.19,244.77,147.58,7,2024
3666,Sponge Mult Use Wish D/Face,0.5,1.2,0.7,301.0,43.14,151.08,361.2,210.12,7,2024
70498,Sint Ype Multipurpose Sponge With 3Un,2.98,6.99,4.01,21.0,42.0,62.58,146.79,84.21,7,2024
66128,Unit Ype Unit Multipurning Sponge,1.25,2.99,1.74,36.0,46.4,44.87,107.64,62.77,7,2024
64280,Sponge For Cleaning W/Brightness Brazil Brazil,1.56,3.99,2.43,5.0,47.94,7.8,19.95,12.15,7,2024
64281,Sponge For Wing Brazil Wing Cleaning,1.36,3.29,1.93,37.0,44.95,50.32,121.73,71.41,7,2024
77650,Sponge For Cleaning Of Asa Br 3 Pcs Kit,3.42,7.49,4.07,6.0,39.15,20.55,44.94,24.39,7,2024
77124,Sponge For Cleaning Magic Wing Of Brazil,2.13,3.99,1.86,2.0,28.75,4.27,7.98,3.71,7,2024
4543,Double -Sided Pertuto Sponge,0.5,1.29,0.79,97.0,47.34,48.41,125.13,76.72,7,2024
66900,Sponge Scotch Brite Doesn'T Scratch 03Un,4.02,7.49,3.47,6.0,28.7,24.13,44.94,20.81,7,2024
20442,Sponge Scotch-Gruel Not Scratch Blue 3M U U,1.82,4.49,2.67,2.0,45.99,3.65,8.98,5.33,7,2024
73655,Sint Sponge Ype Antibac N Risca 3Un,3.13,7.49,4.36,16.0,43.16,50.06,119.84,69.78,7,2024
76768,Sint Sponge Ype Antibac Not Risk (Unit,1.36,3.09,1.73,6.0,41.49,8.17,18.54,10.37,7,2024
27984,Mondial Premium Fruit Squeezer 2,37.65,69.99,32.34,3.0,28.58,112.96,209.97,97.01,7,2024
80268,Concentrated Aromasil Citronella 140Ml Essence,4.14,10.89,6.75,1.0,52.78,4.14,10.89,6.75,7,2024
80264,Essence Concentrated Aromasil Eucalyptus 140Ml,4.14,10.89,6.75,1.0,52.78,4.14,10.89,6.75,7,2024
80272,Concentrated Aromasil Flor Algodao Essence 14,4.14,10.89,6.75,1.0,52.78,4.14,10.89,6.75,7,2024
80269,Conci Aromasil Flower Jabuticaba 1,4.14,10.89,6.75,2.0,52.78,8.28,21.78,13.5,7,2024
80262,Concentrated Armasil Lallada 140Ml Essence,4.14,10.89,6.75,1.0,52.78,4.14,10.89,6.75,7,2024
77104,Conci Coala,7.26,11.99,4.73,2.0,17.6,14.53,23.98,9.45,7,2024
80210,Conci Coala Citronela 120Ml,7.26,15.49,8.23,1.0,36.22,7.26,15.49,8.23,7,2024
77106,Conci Coala Talco 120Ml,7.26,15.32,8.06,3.0,35.52,21.79,45.97,24.18,7,2024
77103,Conci Coala Lalda 120Ml,7.26,15.32,8.06,3.0,35.52,21.79,45.97,24.18,7,2024
14700,Essence Polit Fennel 140Ml,4.55,10.99,6.44,1.0,45.88,4.55,10.99,6.44,7,2024
5647,Polyter Lavender 140Ml Essence,5.95,10.99,5.04,2.0,45.88,11.9,21.98,10.08,7,2024
20001,Marine 140Ml Polyter Essence,5.13,10.99,5.86,3.0,45.88,15.4,32.97,17.57,7,2024
57447,Cadence Steam Iron Antiad 22,45.89,75.99,30.1,1.0,24.28,45.89,75.99,30.1,7,2024
49034,Mallory Vap Jupi Az 220V,46.53,89.99,43.46,1.0,29.89,46.53,89.99,43.46,7,2024
77302,Iron Pass Cadence Iro101 220V Petit 1,42.75,72.49,29.74,1.0,26.98,42.75,72.49,29.74,7,2024
12800,Black Decker Vfa Black Black 220V,76.25,169.99,93.74,1.0,39.18,76.25,169.99,93.74,7,2024
77991,Fiber For Cleaning General Use Wms Util 102X26,2.28,5.49,3.21,8.0,43.46,18.25,43.92,25.67,7,2024
24614,Agrinel Bovino Kg,4.5,8.26,3.76,739.76,38.12,3325.63,6106.95,2781.32,7,2024
40759,Kg Chicken Liver,1.97,3.99,2.02,0.78,50.09,1.54,3.09,1.55,7,2024
70803,Chicken Figy Pif Paf 500G,1.11,3.99,2.88,112.0,68.29,124.69,446.88,322.19,7,2024
80482,File Thigh/Under C/P Cong Super Chicken Iqf 1,8.71,15.99,7.28,7.0,38.09,60.98,111.93,50.95,7,2024
75684,Chest File Cong Super Chicken Iqf 1Kg,13.98,23.99,10.01,9.0,33.8,125.79,215.91,90.12,7,2024
76291,Chest File Congand Temp Cas Super Chicken,11.0,16.69,5.69,16.0,25.13,175.94,267.04,91.1,7,2024
77574,Breast File Chicken Bife Temp Band Kg,12.52,22.99,10.47,26.45,38.14,331.06,608.14,277.08,7,2024
31850,Chest File Chicken Pif Paf Tray 1Kg,13.01,21.99,8.98,136.0,32.78,1768.94,2990.64,1221.7,7,2024
57004,Chest File Chicken Cee Kg,12.57,17.25,4.68,507.2,17.17,6377.82,8749.93,2372.11,7,2024
65937,Breast File Chicken Sadia Tray 1Kg,13.45,24.99,11.54,3.0,39.54,40.34,74.97,34.63,7,2024
63340,Breast File Frg Bife Band Kg,12.51,22.98,10.47,54.73,38.15,684.57,1257.67,573.1,7,2024
63341,Frg Fly File Band Kg,12.56,22.98,10.42,160.19,37.91,2011.32,3681.24,1669.92,7,2024
63342,Breast File Frg Strogonof Band Kg,12.55,22.99,10.44,62.33,37.97,782.16,1432.87,650.71,7,2024
71193,Qualitti Band 1Kg Chest File,12.93,22.99,10.06,34.0,36.08,439.7,781.66,341.96,7,2024
78946,Tilapia File Cong Frrico 400G,16.2,28.99,12.79,12.0,36.49,194.41,347.88,153.47,7,2024
78950,Filezinho Sassami Congidoo Bdj 1Kg,12.81,22.49,9.68,1.0,36.02,12.81,22.49,9.68,7,2024
